time_seconds,note,freq_hz,intensity
13.189,	f(5),	355.30,	42.08700942993164
13.584,	f#(5),	366.06,	126.6365966796875
13.677,	f(5),	355.30,	147.97006225585938
13.700,	f#(5),	366.06,	151.93002319335938
13.723,	f(5),	355.30,	143.80555725097656
14.280,	f#(5),	366.06,	11.754936218261719
14.327,	f(5),	355.30,	9.364350318908691
14.350,	f#(5),	366.06,	8.518780708312988
14.396,	f(5),	355.30,	6.552783966064453
14.420,	f#(5),	366.06,	6.096318244934082
14.443,	f(5),	355.30,	5.115372180938721
14.489,	f#(5),	366.06,	4.114639759063721
14.512,	f(5),	355.30,	3.511385440826416
14.536,	f#(5),	366.06,	3.1469876766204834
14.559,	f(5),	355.30,	2.8952882289886475
14.605,	f#(5),	366.06,	2.350914239883423
14.721,	c#(7),	1130.49,	3.3029141426086426
14.768,	d(7),	1141.26,	25.82427978515625
14.814,	f#(5),	376.83,	53.419334411621094
14.861,	d(7),	1141.26,	50.21183395385742
15.000,	c#(7),	1130.49,	69.9823989868164
15.348,	d(7),	1141.26,	105.64469146728516
15.418,	c#(7),	1130.49,	114.1308364868164
15.557,	f#(5),	376.83,	27.505016326904297
16.161,	g(5),	387.60,	3.08341121673584
16.254,	f#(5),	376.83,	1.060962438583374
16.347,	a(5),	430.66,	1.346402645111084
16.579,	g#(5),	419.90,	56.102176666259766
16.602,	a(5),	430.66,	64.0733871459961
16.904,	g#(5),	419.90,	78.68326568603516
16.951,	a(5),	430.66,	79.31778717041016
17.090,	g#(5),	419.90,	68.36056518554688
17.136,	a(5),	430.66,	73.57674407958984
17.229,	g#(5),	419.90,	19.066408157348633
17.299,	a(5),	430.66,	8.325693130493164
17.438,	g#(5),	419.90,	2.9204399585723877
17.508,	f#(5),	376.83,	1.7434802055358887
17.879,	b♭(5),	473.73,	7.303459644317627
17.995,	b(5),	484.50,	64.7526626586914
18.251,	b♭(5),	473.73,	169.1337127685547
18.506,	b(5),	484.50,	171.24951171875
18.530,	b♭(5),	473.73,	178.06858825683594
18.646,	b(5),	484.50,	223.525146484375
18.669,	b♭(5),	473.73,	201.1681365966797
18.808,	b♭(6),	958.23,	7.202857971191406
18.855,	b(5),	484.50,	3.19099760055542
18.878,	b♭(5),	473.73,	4.574592590332031
19.412,	b(7),	1991.82,	5.69649600982666
19.435,	b(5),	495.26,	20.20658302307129
20.410,	f(0),	10.77,	1.0201281309127808
20.828,	c#(7),	1130.49,	1.0630393028259277
20.944,	d(7),	1141.26,	30.91049575805664
21.060,	f(8),	2842.38,	56.45539474487305
21.246,	c#(7),	1130.49,	131.18394470214844
21.293,	f(8),	2842.38,	156.22134399414062
21.386,	c#(7),	1130.49,	163.38954162597656
21.455,	f(8),	2842.38,	155.6370086669922
21.478,	d(7),	1141.26,	113.11640930175781
21.502,	f(8),	2853.15,	84.35348510742188
21.548,	c#(7),	1130.49,	67.0455093383789
21.641,	d(7),	1141.26,	31.875097274780273
21.780,	d(6),	570.63,	7.8751068115234375
22.129,	c#(6),	559.86,	1.036130428314209
22.175,	d(6),	570.63,	1.5813531875610352
22.338,	b♭(7),	1905.69,	3.692511796951294
22.686,	e♭(6),	635.23,	48.075584411621094
22.779,	b♭(7),	1916.46,	74.53760528564453
22.872,	e(6),	646.00,	56.448097229003906
22.918,	e♭(6),	635.23,	71.4405517578125
22.941,	b♭(7),	1905.69,	90.90445709228516
22.988,	e♭(6),	635.23,	64.01225280761719
23.057,	e(6),	646.00,	24.265403747558594
23.104,	e♭(6),	635.23,	15.873838424682617
23.220,	e(6),	646.00,	3.1867761611938477
23.684,	f(8),	2863.92,	7.0535569190979
24.218,	f(6),	710.60,	67.38394927978516
24.242,	f(8),	2874.68,	91.3637466430664
24.381,	f#(8),	2885.45,	84.69596862792969
24.474,	f#(6),	721.36,	18.419628143310547
24.497,	f(7),	1421.19,	10.745336532592773
24.543,	f#(6),	721.36,	7.113892555236816
25.147,	d(8),	2293.29,	3.3285446166992188
25.194,	g(6),	764.43,	10.189032554626465
25.240,	g(8),	3057.71,	25.641515731811523
25.449,	g(6),	764.43,	34.3689079284668
25.496,	f#(6),	753.66,	42.04747772216797
25.519,	f#(8),	3025.42,	54.267173767089844
25.704,	f#(7),	1518.09,	37.18988037109375
25.728,	f#(8),	3036.18,	34.89254379272461
25.751,	f#(6),	753.66,	45.538421630859375
25.774,	c#(8),	2260.99,	66.33133697509766
25.821,	f#(7),	1507.32,	38.40787124633789
25.844,	f#(6),	742.90,	27.467164993286133
26.285,	g#(5),	419.90,	2.1031551361083984
26.494,	a(7),	1733.42,	3.052884578704834
26.564,	e(9),	5189.50,	18.422025680541992
26.610,	a(7),	1733.42,	19.144119262695312
26.680,	a(8),	3456.08,	20.914745330810547
26.842,	a(7),	1722.66,	38.74355697631836
26.865,	c(9),	4295.87,	46.75856399536133
26.889,	a(8),	3434.55,	45.80244827270508
26.935,	a(7),	1711.89,	32.95684814453125
26.958,	c(9),	4274.34,	31.207500457763672
27.074,	g#(6),	850.56,	38.2291374206543
27.167,	c(9),	4274.34,	40.1506462097168
27.237,	g#(6),	850.56,	50.816856384277344
27.562,	a(6),	861.33,	3.5816826820373535
27.585,	g#(6),	850.56,	3.498478889465332
27.794,	a(6),	861.33,	1.2943485975265503
27.818,	g#(6),	850.56,	1.3592880964279175
28.003,	b♭(7),	1916.46,	10.40717887878418
28.050,	b♭(6),	958.23,	45.83332443237305
28.468,	b♭(7),	1905.69,	162.2474365234375
28.514,	b♭(6),	958.23,	131.08103942871094
28.537,	f#(8),	2896.22,	137.640625
28.607,	b♭(6),	958.23,	151.0211181640625
28.630,	b♭(7),	1905.69,	158.50685119628906
28.723,	b♭(6),	947.46,	12.038448333740234
28.862,	b♭(7),	1916.46,	1.1872351169586182
29.234,	b(7),	2024.12,	1.9327728748321533
29.304,	b(6),	1012.06,	54.67183303833008
29.350,	b(7),	2024.12,	70.01753234863281
29.396,	b(6),	1012.06,	74.9628677368164
29.513,	b(7),	2013.35,	119.34520721435547
29.605,	b(6),	1012.06,	132.68336486816406
29.629,	c(6),	1022.83,	129.37936401367188
29.675,	b(6),	1012.06,	153.3053436279297
29.791,	c(6),	1022.83,	113.78572082519531
29.838,	b(6),	1012.06,	120.36946105957031
29.861,	b(7),	1981.05,	111.7800521850586
29.954,	b(6),	1012.06,	109.54988098144531
29.977,	c(6),	1022.83,	74.25457000732422
30.116,	b(6),	1012.06,	1.731590986251831
30.163,	c(1),	32.30,	1.268626093864441
30.534,	d(7),	1152.03,	3.9476447105407715
30.929,	c#(7),	1130.49,	169.5918426513672
30.999,	d(7),	1141.26,	229.2736358642578
31.068,	c#(7),	1130.49,	44.175113677978516
31.092,	c#(8),	2271.75,	41.79176330566406
31.115,	c#(7),	1130.49,	115.60911560058594
31.208,	d(7),	1141.26,	167.09877014160156
31.254,	c#(7),	1130.49,	94.59183502197266
31.417,	d(7),	1141.26,	16.043231964111328
31.440,	c#(7),	1130.49,	16.176294326782227
31.463,	d(7),	1141.26,	13.740436553955078
31.904,	e♭(8),	2444.02,	1.39792001247406
31.951,	b♭(8),	3692.94,	10.712778091430664
32.090,	e♭(8),	2465.55,	21.34883689880371
32.229,	e(7),	1302.76,	25.53638458251953
32.253,	e(8),	2637.82,	28.957544326782227
32.369,	b(8),	3919.04,	39.47638702392578
32.392,	e(7),	1302.76,	47.44493865966797
32.508,	e(9),	5167.97,	24.369293212890625
32.601,	e(8),	2562.45,	17.270191192626953
32.624,	e(7),	1281.23,	27.667686462402344
32.694,	e(9),	5178.74,	21.09262466430664
32.717,	b(8),	3886.74,	27.292495727539062
32.763,	e(8),	2562.45,	24.15755844116211
32.787,	e(7),	1281.23,	38.78767776489258
32.856,	e♭(7),	1270.46,	22.628568649291992
32.879,	b(8),	3897.51,	25.588525772094727
32.926,	e(7),	1281.23,	33.713096618652344
33.019,	e(8),	2562.45,	18.06403160095215
33.088,	e(7),	1281.23,	9.53359317779541
33.622,	f#(8),	2917.75,	8.351386070251465
33.646,	f#(7),	1464.26,	20.244239807128906
33.692,	f#(8),	2939.28,	27.482006072998047
34.040,	f#(7),	1453.49,	129.64010620117188
34.064,	f#(8),	2896.22,	197.73922729492188
34.249,	f(8),	2874.68,	211.3407440185547
34.296,	f#(8),	2896.22,	130.994140625
34.319,	f#(7),	1453.49,	67.47299194335938
34.389,	f(7),	1421.19,	6.731853008270264
34.760,	c#(5),	279.93,	1.141337513923645
34.783,	c(5),	269.17,	1.757305383682251
35.085,	g(8),	3079.25,	4.019165515899658
35.643,	f#(8),	3036.18,	45.36631393432617
35.759,	g(8),	3057.71,	31.210819244384766
35.782,	g(9),	6126.20,	29.11666488647461
35.805,	g(8),	3057.71,	28.635515213012695
35.828,	f#(8),	3025.42,	41.58736038208008
35.898,	g(8),	3046.95,	34.77756118774414
36.014,	f#(8),	3025.42,	45.44684600830078
36.084,	g(8),	3046.95,	27.722923278808594
36.177,	f#(8),	3025.42,	37.09353256225586
36.293,	f#(7),	1518.09,	5.658708572387695
36.316,	f#(8),	3014.65,	2.8759658336639404
