time_seconds,note,freq_hz,intensity
18.878,	b♭,	473.73,	4.574592590332031
19.342,	b,	484.50,	0.38146334886550903
19.365,	f,	43.07,	0.685263991355896
19.389,	b,	495.26,	0.9968928098678589
20.387,	f,	10.77,	0.8551086187362671
20.480,	e,	161.50,	0.40090540051460266
20.503,	f,	21.53,	0.5061202049255371
20.619,	c,	269.17,	0.40162768959999084
20.643,	f,	43.07,	0.5226425528526306
20.689,	c,	32.30,	0.5365171432495117
20.759,	f,	43.07,	0.6515553593635559
20.828,	c#,	1130.49,	1.0630393028259277
20.944,	d,	1141.26,	30.91049575805664
21.060,	f,	2842.38,	56.45539474487305
21.246,	c#,	1130.49,	131.18394470214844
21.293,	f,	2842.38,	156.22134399414062
21.386,	c#,	1130.49,	163.38954162597656
21.455,	f,	2842.38,	155.6370086669922
21.478,	d,	1141.26,	113.11640930175781
21.502,	f,	2853.15,	84.35348510742188
21.548,	c#,	1130.49,	67.0455093383789
21.641,	d,	1141.26,	31.875097274780273
22.129,	c#,	559.86,	1.036130428314209
22.152,	d,	570.63,	0.807860791683197
22.338,	b♭,	1905.69,	3.692511796951294
22.686,	e♭,	635.23,	48.075584411621094
22.779,	b♭,	1916.46,	74.53760528564453
22.872,	e,	646.00,	56.448097229003906
22.918,	e♭,	635.23,	71.4405517578125
22.941,	b♭,	1905.69,	90.90445709228516
22.988,	e♭,	635.23,	64.01225280761719
23.057,	e,	646.00,	24.265403747558594
23.104,	e♭,	635.23,	15.873838424682617
23.220,	e,	646.00,	3.1867761611938477
23.406,	f,	21.53,	0.4511984884738922
23.429,	e,	161.50,	0.5990406274795532
23.452,	f,	172.27,	0.6270918846130371
23.522,	b♭,	118.43,	0.3467141091823578
23.545,	f,	21.53,	0.4343606233596802
23.568,	a,	107.67,	0.39222317934036255
23.591,	f,	10.77,	0.3716326057910919
23.615,	e,	161.50,	0.39549440145492554
23.661,	f,	2842.38,	0.44378790259361267
24.381,	f#,	2885.45,	84.69596862792969
24.497,	f,	1421.19,	10.745336532592773
24.543,	f#,	721.36,	7.113892555236816
24.776,	f,	43.07,	0.4231365919113159
24.822,	g#,	204.57,	0.44727224111557007
24.845,	f,	21.53,	0.48395153880119324
24.915,	e,	161.50,	0.48539695143699646
24.961,	f,	21.53,	0.33852827548980713
25.031,	e,	161.50,	0.5490182638168335
25.054,	f,	172.27,	0.3812536895275116
25.124,	d,	2304.05,	0.9357248544692993
25.194,	g,	764.43,	10.189032554626465
25.496,	f#,	753.66,	42.04747772216797
25.774,	c#,	2260.99,	66.33133697509766
25.821,	f#,	1507.32,	38.40787124633789
26.285,	g#,	419.90,	2.1031551361083984
26.494,	a,	1733.42,	3.052884578704834
26.564,	e,	5189.50,	18.422025680541992
26.610,	a,	1733.42,	19.144119262695312
26.865,	c,	4295.87,	46.75856399536133
26.889,	a,	3434.55,	45.80244827270508
26.958,	c,	4274.34,	31.207500457763672
27.074,	g#,	850.56,	38.2291374206543
27.167,	c,	4274.34,	40.1506462097168
27.237,	g#,	850.56,	50.816856384277344
27.562,	a,	861.33,	3.5816826820373535
27.585,	g#,	850.56,	3.498478889465332
27.794,	a,	861.33,	1.2943485975265503
27.818,	g#,	850.56,	1.3592880964279175
27.934,	a,	861.33,	0.8838555216789246
27.980,	b♭,	1905.69,	0.8262848258018494
28.537,	f#,	2896.22,	137.640625
28.607,	b♭,	958.23,	151.0211181640625
28.932,	f,	10.77,	0.5524352788925171
29.025,	c,	32.30,	0.47431546449661255
29.071,	f,	43.07,	0.4295021891593933
29.118,	e,	161.50,	0.30374643206596375
29.141,	f,	21.53,	0.4774574935436249
29.211,	c,	269.17,	0.6412475109100342
29.234,	b,	2024.12,	1.9327728748321533
29.629,	c,	1022.83,	129.37936401367188
29.675,	b,	1012.06,	153.3053436279297
29.791,	c,	1022.83,	113.78572082519531
29.838,	b,	1012.06,	120.36946105957031
29.977,	c,	1022.83,	74.25457000732422
30.116,	b,	1012.06,	1.731590986251831
30.140,	c,	1022.83,	0.9789376854896545
30.232,	f,	43.07,	0.822502613067627
30.256,	c,	32.30,	1.000312328338623
30.279,	f,	10.77,	0.724212110042572
30.302,	c,	32.30,	0.7099952697753906
30.348,	f,	172.27,	0.3624894320964813
30.465,	d,	150.73,	0.34943464398384094
30.488,	f,	21.53,	0.3212254047393799
30.534,	d,	1152.03,	3.9476447105407715
30.929,	c#,	1130.49,	169.5918426513672
30.999,	d,	1141.26,	229.2736358642578
31.068,	c#,	1130.49,	44.175113677978516
31.208,	d,	1141.26,	167.09877014160156
31.254,	c#,	1130.49,	94.59183502197266
31.417,	d,	1141.26,	16.043231964111328
31.440,	c#,	1130.49,	16.176294326782227
31.463,	d,	1141.26,	13.740436553955078
31.765,	f,	10.77,	0.3900306820869446
31.788,	c,	32.30,	0.5554542541503906
31.811,	f,	43.07,	0.5492717623710632
31.835,	c,	32.30,	0.34123319387435913
31.881,	f,	43.07,	0.41979020833969116
31.904,	e♭,	2444.02,	1.39792001247406
31.951,	b♭,	3692.94,	10.712778091430664
32.090,	e♭,	2465.55,	21.34883689880371
32.229,	e,	1302.76,	25.53638458251953
32.369,	b,	3919.04,	39.47638702392578
32.392,	e,	1302.76,	47.44493865966797
32.717,	b,	3886.74,	27.292495727539062
32.763,	e,	2562.45,	24.15755844116211
32.856,	e♭,	1270.46,	22.628568649291992
32.879,	b,	3897.51,	25.588525772094727
32.926,	e,	1281.23,	33.713096618652344
33.321,	f,	10.77,	0.6015615463256836
33.599,	f#,	2906.98,	0.6336314082145691
34.249,	f,	2874.68,	211.3407440185547
34.296,	f#,	2896.22,	130.994140625
34.389,	f,	1421.19,	6.731853008270264
34.760,	c#,	279.93,	1.141337513923645
34.783,	c,	269.17,	1.757305383682251
34.830,	f,	10.77,	0.5306965112686157
34.900,	c,	32.30,	0.4811098277568817
34.969,	f,	172.27,	0.2948046028614044
35.016,	f#,	183.03,	0.35571858286857605
35.039,	f,	172.27,	0.3283751606941223
35.085,	g,	3079.25,	4.019165515899658
35.643,	f#,	3036.18,	45.36631393432617
35.759,	g,	3057.71,	31.210819244384766
35.828,	f#,	3025.42,	41.58736038208008
35.898,	g,	3046.95,	34.77756118774414
36.014,	f#,	3025.42,	45.44684600830078
36.084,	g,	3046.95,	27.722923278808594
36.177,	f#,	3025.42,	37.09353256225586
36.455,	f,	21.53,	0.6940625309944153
37.407,	c,	32.30,	0.030168194323778152
37.431,	f,	21.53,	0.03580861911177635
37.454,	c,	32.30,	0.036754775792360306
37.570,	d,	19110.72,	0.015172185376286507
37.616,	e,	21220.97,	0.015606357716023922
37.640,	d,	19326.05,	0.012562347576022148
37.663,	e,	21328.64,	0.012141324579715729
37.709,	d,	18798.49,	0.014014801941812038
37.756,	e,	21339.40,	0.010862963274121284
37.779,	f,	21770.07,	0.011314964853227139
